work_id,added_at,offer_url,position_name,company_name,company_location,type_of_contract,work_schedule,work_modes,employment_level,immediate_employment,ukrainian_without_polish_language,vacancies
12739,2022-12-02 13:46:32.450903+01,"https://www.pracuj.pl/praca/development-team-leader-warszawa,oferta,1002202877?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Development Team Leader,Cellnex Poland Sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Kierownik / Koordynator,praca od zaraz,,
12740,2022-12-02 13:46:32.454846+01,"https://www.pracuj.pl/praca/middle-golang-software-engineer-warszawa,oferta,1002214875?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Middle Golang Software Engineer,SoftServe,Warszawa,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca zdalna,"Kierownik / Koordynator, Menedżer",,,
12741,2022-12-02 13:46:32.456967+01,"https://www.pracuj.pl/praca/architekt-rozwiazan-warszawa-konstruktorska-4,oferta,1002220426?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Architekt Rozwiązań,Polkomtel Sp. z o.o.,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
12742,2022-12-02 13:46:32.459097+01,"https://www.pracuj.pl/praca/regional-payroll-specialist-with-dutch-warszawa,oferta,1002250500?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Regional Payroll Specialist with Dutch,Devire,Warszawa,Umowa o pracę,Pełny etat,praca zdalna,Specjalista (Mid / Regular),,,
12743,2022-12-02 13:46:32.461276+01,"https://www.pracuj.pl/praca/gcp-senior-lead-devops-cloud-architect-warszawa,oferta,1002214861?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",GCP Senior/Lead DevOps/Cloud Architect,SoftServe,Warszawa,Kontrakt B2B,Pełny etat,praca zdalna,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",,,
12744,2022-12-02 13:46:32.463626+01,"https://www.pracuj.pl/praca/trainee-software-engineer-in-test-python-warszawa,oferta,1002214851?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Trainee Software Engineer in Test Python,SoftServe,Warszawa,Umowa zlecenie,Pełny etat,praca zdalna,Praktykant / Stażysta,,,
12745,2022-12-02 13:46:32.466061+01,"https://www.pracuj.pl/praca/praktykant-ka-z-jez-hiszpanskim-praktyki-nieodplatne-warszawa,oferta,1002235100?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Praktykant/-ka z jęz. hiszpańskim (praktyki nieodpłatne),Business Consulting Search & Selection,Warszawa,Umowa o staż / praktyki,Pełny etat,praca zdalna,Praktykant / Stażysta,,,
12746,2022-12-02 13:46:32.469088+01,"https://www.pracuj.pl/praca/specjalista-ds-sprzedazy-nieruchomosci-warszawa-stawki-2a,oferta,1002235103?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista ds. Sprzedaży Nieruchomości,Freedom Nieruchomości Sp. z o.o.,"Warszawa, Śródmieście","Umowa o dzieło, Umowa zlecenie, Kontrakt B2B",Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
12747,2022-12-02 13:46:32.471313+01,"https://www.pracuj.pl/praca/pelnomocnika-rektora-ds-osob-z-niepelnosprawnosciami-specjalista-w-biurze-karier-warszawa-labiszynska-25,oferta,1002250499?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Pełnomocnika Rektora ds. Osób z Niepełnosprawnościami - Specjalista w Biurze Karier i Praktyk,Wyższa Szkoła Bankowa w Warszawie,"Warszawa, Targówek",Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
12748,2022-12-02 13:46:32.473582+01,"https://www.pracuj.pl/praca/specjalista-ds-szkolen-warszawa,oferta,1002250497?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista ds. szkoleń,Zakłady Farmaceutyczne Colfarm S.A.,Warszawa,"Umowa zlecenie, Kontrakt B2B",Dodatkowa / tymczasowa,praca mobilna,Specjalista (Mid / Regular),,,
12749,2022-12-02 13:46:32.475898+01,"https://www.pracuj.pl/praca/kucharz-kucharka-warszawa-ekologiczna-4,oferta,1002250495?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kucharz / Kucharka,FUNDACJA FIRMA DLA KAŻDEGO,"Warszawa, Ursynów",Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,,,
12750,2022-12-02 13:46:32.478387+01,"https://www.pracuj.pl/praca/serwisant-pomp-ciepla-mazowieckie,oferta,9523480?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Serwisant Pomp Ciepła,Polenergia Fotowoltaika,mazowieckie,Umowa o pracę,Pełny etat,praca mobilna,Pracownik fizyczny,praca od zaraz,,szukamy wielu kandydatów / wakaty: 10
12751,2022-12-02 13:46:32.480759+01,"https://www.pracuj.pl/praca/sdet-unreal-engine-automation-team-warszawa,oferta,1002214839?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",SDET Unreal engine - Automation team,SoftServe,Warszawa,Kontrakt B2B,Pełny etat,praca zdalna,Specjalista (Mid / Regular),,,
12752,2022-12-02 13:46:32.483123+01,"https://www.pracuj.pl/praca/conflict-risk-analyst-warszawa-aleja-jana-pawla-ii-27,oferta,1002226976?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Conflict Risk Analyst,Dentons Business Services EMEA,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca zdalna,Specjalista (Mid / Regular),,,
12753,2022-12-02 13:46:32.485673+01,"https://www.pracuj.pl/praca/technik-serwisu-elektronarzedzi-elektromechanik-sulejowek,oferta,1002250491?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Technik serwisu elektronarzędzi/Elektromechanik,Randstad Polska Sp. z o.o.,Sulejówek,Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,,,
12754,2022-12-02 13:46:33.445733+01,"https://www.pracuj.pl/praca/technik-serwisu-mobilnego-mazowieckie,oferta,9570667?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Technik Serwisu Mobilnego,Knorr-Bremse,mazowieckie,Umowa o pracę,Pełny etat,praca mobilna,Pracownik fizyczny,,,
12755,2022-12-02 13:46:33.449438+01,"https://www.pracuj.pl/praca/kierownik-placowki-piaseczno,oferta,1002250466?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kierownik Placówki,Stefczyk Finanse,Piaseczno,Umowa o pracę,Pełny etat,praca stacjonarna,Kierownik / Koordynator,,,
12756,2022-12-02 13:46:33.451803+01,"https://www.pracuj.pl/praca/mlodszy-konsultant-bi-bw-sac-warszawa-tytusa-chalubinskiego-8,oferta,1002250463?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Młodszy Konsultant BI  (BW/SAC),Abile Sp. z o.o.,"Warszawa, Śródmieście",Umowa o pracę,Pełny etat,praca zdalna,Młodszy specjalista (Junior),,,
12757,2022-12-02 13:46:33.454105+01,"https://www.pracuj.pl/praca/asystent-zapewnienia-jakosci-duchnice-pow-warszawski-zachodni,oferta,1002250462?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Asystent Zapewnienia Jakości,DSV Road,Duchnice (pow. warszawski zachodni),Umowa o pracę,Pełny etat,praca stacjonarna,Asystent,,,
12758,2022-12-02 13:46:33.456569+01,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-wsparcia-oprogramowania-warszawa-ostrobramska-101a,oferta,1002226969?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Młodszy specjalista ds. wsparcia oprogramowania,Stadler Service Polska Sp. z o.o.,"Warszawa, Praga-Południe",Umowa o pracę,Pełny etat,"praca stacjonarna, praca hybrydowa","Młodszy specjalista (Junior), Specjalista (Mid / Regular)",praca od zaraz,,szukamy wielu kandydatów / wakaty: 3
12759,2022-12-02 13:46:33.458919+01,"https://www.pracuj.pl/praca/test-automation-specialist-warszawa-marynarska-12,oferta,1002229873?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Test Automation Specialist,T-Mobile,"Warszawa, Mokotów",Kontrakt B2B,Pełny etat,"praca hybrydowa, praca zdalna","Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,szukamy wielu kandydatów
12760,2022-12-02 13:46:33.461559+01,"https://www.pracuj.pl/praca/recepcjonista-ka-kasjer-ka-piaseczno,oferta,1002250455?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Recepcjonista/ka - Kasjer/ka,MB Motors należący do Emil Frey Polska Sp. z o.o.,Piaseczno,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
12761,2022-12-02 13:46:33.464862+01,"https://www.pracuj.pl/praca/serwisant-warszawa-wita-stwosza-3,oferta,1002250453?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Serwisant,PALARNIE.PL Sp. z o.o. sp. k.,"Warszawa, Mokotów","Umowa o pracę, Kontrakt B2B",Pełny etat,praca stacjonarna,Pracownik fizyczny,,,
12762,2022-12-02 13:46:33.468335+01,"https://www.pracuj.pl/praca/it-iot-solution-designer-warszawa-marynarska-12,oferta,1002220398?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",IT IoT Solution Designer,T-Mobile,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),praca od zaraz,,
12763,2022-12-02 13:46:33.470924+01,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-promocji-warszawa,oferta,1002220399?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Młodszy specjalista ds. promocji,Maspex,Warszawa,Umowa o pracę,Pełny etat,"praca stacjonarna, praca hybrydowa","Asystent, Młodszy specjalista (Junior)",,,
12764,2022-12-02 13:46:33.47315+01,"https://www.pracuj.pl/praca/test-automation-developer-warszawa-marynarska-12,oferta,1002220392?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Test Automation Developer,T-Mobile,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,"praca hybrydowa, praca zdalna",Specjalista (Mid / Regular),praca od zaraz,,
12765,2022-12-02 13:46:33.475366+01,"https://www.pracuj.pl/praca/mlodszy-ksiegowy-mlodsza-ksiegowa-piaseczno-pulawska-38,oferta,1002250449?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Młodszy księgowy / Młodsza księgowa,TAXBOX SAFE sp. z o.o.,Piaseczno,Umowa o pracę,Pełny etat,praca stacjonarna,Młodszy specjalista (Junior),,,
12766,2022-12-02 13:46:33.477774+01,"https://www.pracuj.pl/praca/senior-lead-test-automation-engineer-with-java-masovian,oferta,9538726?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior - Lead Test Automation Engineer with Java,EPAM Systems (Poland) sp. z o.o.,mazowieckie,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca zdalna,Starszy specjalista (Senior),,,
12767,2022-12-02 13:46:33.480586+01,"https://www.pracuj.pl/praca/doradca-techniczno-handlowy-ds-systemow-instalacyjnych-mazowieckie,oferta,9559765?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Doradca techniczno - handlowy ds. systemów instalacyjnych,fischer Polska Sp. z o.o.,mazowieckie,Umowa o pracę,Pełny etat,praca mobilna,Specjalista (Mid / Regular),,,
12768,2022-12-02 13:46:33.484472+01,"https://www.pracuj.pl/praca/travel-agent-hotel-reservation-department-warszawa,oferta,1002220384?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Travel Agent - hotel reservation department,Antal SSC/BPO,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),praca od zaraz,Робота для іноземців,szukamy wielu kandydatów
12769,2022-12-02 13:46:33.487051+01,"https://www.pracuj.pl/praca/regionalny-manager-sprzedazy-pompy-do-wody-i-sciekow-mazowieckie,oferta,9593411?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Regionalny Manager Sprzedaży – Pompy do wody i ścieków,BBA Pumps PL Sp. z o.o.,mazowieckie,Umowa o pracę,Pełny etat,praca mobilna,Menedżer,praca od zaraz,,
12792,2022-12-02 13:46:34.4717+01,"https://www.pracuj.pl/praca/programista-net-warszawa-postepu-21c,oferta,1002243968?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Programista .NET,LUX MED Sp. z o.o.,"Warszawa, Mokotów","Umowa o pracę, Umowa zlecenie, Kontrakt B2B",Pełny etat,"praca hybrydowa, praca zdalna",Specjalista (Mid / Regular),,,szukamy wielu kandydatów
12770,2022-12-02 13:46:33.489808+01,"https://www.pracuj.pl/praca/specjalista-w-wydziale-analiz-ekonomicznych-warszawa-zelazna-59a,oferta,1002250440?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista w Wydziale Analiz Ekonomicznych,Państwowe Gospodarstwo Wodne Wody Polskie,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca stacjonarna,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,
12771,2022-12-02 13:46:33.492216+01,"https://www.pracuj.pl/praca/inzynier-instalacji-sanitarnych-warszawa,oferta,1002250439?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Inżynier Instalacji Sanitarnych,EKOBUD,Warszawa,Umowa o pracę,Pełny etat,,Specjalista (Mid / Regular),,,
12772,2022-12-02 13:46:33.494457+01,"https://www.pracuj.pl/praca/lead-azure-developer-masovian,oferta,9538708?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Lead Azure Developer,EPAM Systems (Poland) sp. z o.o.,mazowieckie,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca zdalna,Kierownik / Koordynator,,,
12773,2022-12-02 13:46:33.496657+01,"https://www.pracuj.pl/praca/azure-cloud-lead-system-engineer-masovian,oferta,9538688?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Azure Cloud Lead System Engineer,EPAM Systems (Poland) sp. z o.o.,mazowieckie,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca zdalna,Kierownik / Koordynator,,,
12774,2022-12-02 13:46:33.499206+01,"https://www.pracuj.pl/praca/monter-elewacji-wentylowanej-warszawa,oferta,1002202785?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Monter elewacji wentylowanej,BERKER DOMINIS Sp. z o.o,Warszawa,Umowa o pracę,Pełny etat,,Pracownik fizyczny,,,
12775,2022-12-02 13:46:33.501708+01,"https://www.pracuj.pl/praca/cloud-architect-dt-warszawa-marynarska-12,oferta,1002220378?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Cloud Architect (DT),T-Mobile,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,"praca hybrydowa, praca zdalna","Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,
12776,2022-12-02 13:46:33.50434+01,"https://www.pracuj.pl/praca/junior-event-manager-warszawa,oferta,1002250434?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Junior Event Manager,PROEVENT HERMAN MOSZKOWICZ SPÓŁKA KOMANDYTOWA,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Młodszy specjalista (Junior),,,
12777,2022-12-02 13:46:33.506631+01,"https://www.pracuj.pl/praca/analityk-kredytowy-warszawa,oferta,1002250433?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Analityk Kredytowy,ING Commercial Finance Polska Spółka Akcyjna,Warszawa,Umowa o pracę,Pełny etat,"praca stacjonarna, praca hybrydowa",Specjalista (Mid / Regular),praca od zaraz,,
12778,2022-12-02 13:46:33.509845+01,"https://www.pracuj.pl/praca/event-manager-warszawa,oferta,1002250430?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Event Manager,PROEVENT HERMAN MOSZKOWICZ SPÓŁKA KOMANDYTOWA,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
12779,2022-12-02 13:46:33.512345+01,"https://www.pracuj.pl/praca/recepcjonista-recepcjonistka-warszawa-sarmacka-13,oferta,1002250429?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Recepcjonista / Recepcjonistka,PRAKTYKA LEKARSKA AGNIESZKA NALEWCZYŃSKA,"Warszawa, Wilanów","Umowa o pracę, Kontrakt B2B","Część etatu, Pełny etat",praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,szukamy wielu kandydatów / wakaty: 2
12780,2022-12-02 13:46:33.515485+01,"https://www.pracuj.pl/praca/kadrowy-kadrowa-sulejowek-szklarniowa-49,oferta,1002250428?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kadrowy / Kadrowa,CAROLINA SSC sp. z o.o.,Sulejówek,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca stacjonarna,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,szukamy wielu kandydatów / wakaty: 2
12781,2022-12-02 13:46:33.518362+01,"https://www.pracuj.pl/praca/doradca-klienta-sprzedawca-janki-pow-pruszkowski,oferta,1002176368?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Doradca Klienta - Sprzedawca,ARTE SP. Z O.O.,Janki (pow. pruszkowski),Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
12782,2022-12-02 13:46:33.520815+01,"https://www.pracuj.pl/praca/lead-java-developer-masovian,oferta,9538667?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Lead Java Developer,EPAM Systems (Poland) sp. z o.o.,mazowieckie,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca zdalna,Starszy specjalista (Senior),,,
12783,2022-12-02 13:46:33.52348+01,"https://www.pracuj.pl/praca/engineering-traineeship-program-latvian-speaking-warszawa,oferta,1002220377?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Engineering Traineeship Program - Latvian speaking,Roche Diagnostics,Warszawa,Umowa o pracę,Część etatu,praca hybrydowa,Specjalista (Mid / Regular),,,
12784,2022-12-02 13:46:33.525907+01,"https://www.pracuj.pl/praca/senior-mobile-access-architect-warszawa-marynarska-12,oferta,1002220375?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior Mobile Access Architect,T-Mobile,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca hybrydowa,Starszy specjalista (Senior),praca od zaraz,,
12785,2022-12-02 13:46:33.528323+01,"https://www.pracuj.pl/praca/specjalista-ds-plac-warszawa,oferta,1002229840?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista ds. Płac,TUZ Towarzystwo Ubezpieczeń Wzajemnych,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
12786,2022-12-02 13:46:33.530628+01,"https://www.pracuj.pl/praca/asystent-asystentka-prezesa-zarzadu-warszawa-komitetu-obrony-robotnikow-43,oferta,1002229841?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Asystent/Asystentka Prezesa Zarządu,Polskie Linie Lotnicze LOT,"Warszawa, Włochy",Kontrakt B2B,Pełny etat,praca stacjonarna,Asystent,,,
12787,2022-12-02 13:46:33.53291+01,"https://www.pracuj.pl/praca/asystent-asystentka-czlonka-zarzadu-warszawa-komitetu-obrony-robotnikow-43,oferta,1002229845?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Asystent/Asystentka Członka Zarządu,Polskie Linie Lotnicze LOT,"Warszawa, Włochy",Kontrakt B2B,Pełny etat,praca stacjonarna,"Asystent, Młodszy specjalista (Junior)",praca od zaraz,,
12788,2022-12-02 13:46:33.535612+01,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-zakupow-piaseczno,oferta,1002250424?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista / Specjalistka ds. zakupów,LASOTRONIX PRO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Piaseczno,Umowa o pracę,Pełny etat,praca stacjonarna,Młodszy specjalista (Junior),,,
12789,2022-12-02 13:46:33.538662+01,"https://www.pracuj.pl/praca/aws-cloud-lead-system-engineer-masovian,oferta,9538648?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",AWS Cloud Lead System Engineer,EPAM Systems (Poland) sp. z o.o.,mazowieckie,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca zdalna,Kierownik / Koordynator,,,
12790,2022-12-02 13:46:33.54214+01,"https://www.pracuj.pl/praca/senior-azure-developer-masovian,oferta,9538629?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior Azure Developer,EPAM Systems (Poland) sp. z o.o.,mazowieckie,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca zdalna,Starszy specjalista (Senior),,,
12791,2022-12-02 13:46:34.468885+01,"https://www.pracuj.pl/praca/doradca-techniczno-handlowy-mazowieckie,oferta,9570600?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Doradca Techniczno - Handlowy,Soltec sp. z o.o. sp. k.,mazowieckie,Umowa o pracę,Pełny etat,,Specjalista (Mid / Regular),,,
12793,2022-12-02 13:46:34.473865+01,"https://www.pracuj.pl/praca/retail-specialist-warszawa-annopol-2,oferta,1002250413?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Retail Specialist,Neinver Polska Sp. z o.o.,"Warszawa, Białołęka",Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
12794,2022-12-02 13:46:34.476177+01,"https://www.pracuj.pl/praca/asystent-asystentka-dzialu-logistyki-warszawa-bernenska-9a,oferta,1002250412?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Asystent / Asystentka działu logistyki,CDSR sp. z o.o.,"Warszawa, Praga-Południe","Umowa o pracę, Umowa zlecenie",Pełny etat,praca stacjonarna,Asystent,,,
12795,2022-12-02 13:46:34.478098+01,"https://www.pracuj.pl/praca/starszy-opiekun-finansowy-pruszkow,oferta,1002250400?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Starszy Opiekun Finansowy,Stefczyk Finanse,Pruszków,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
12796,2022-12-02 13:46:34.480317+01,"https://www.pracuj.pl/praca/marketing-manager-warszawa,oferta,1002235029?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Marketing Manager,CERTIS BELCHIM B.V. SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ ODDZIAŁ W POLSCE,Warszawa,Umowa o pracę,Pełny etat,"praca stacjonarna, praca zdalna",Menedżer,,,
12797,2022-12-02 13:46:34.482292+01,"https://www.pracuj.pl/praca/senior-fullstack-developer-warszawa,oferta,1002250393?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior Fullstack Developer,Avenga Poland,Warszawa,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca zdalna,Starszy specjalista (Senior),,,
